loc_rowid,pl_hostname,pl_letter,pl_orbper,pl_orbsmax
2093,Kepler-207,d,5.868075,0.068
2094,Kepler-208,b,4.22864,0.054
2095,Kepler-208,c,7.466623,0.079
2096,Kepler-208,d,11.131786,0.103
2097,Kepler-208,e,16.259458,0.132
2098,Kepler-209,b,16.087845,0.122
2099,Kepler-209,c,41.749882,0.231
2100,Kepler-21,b,2.78578,0.042717
2101,Kepler-210,b,2.453234,0.032
2102,Kepler-210,c,7.972513,0.07
2103,Kepler-211,b,4.138575,0.048
2104,Kepler-211,c,6.04045,0.062
2105,Kepler-212,b,16.257582,0.133
2106,Kepler-212,c,31.805174,0.207
2107,Kepler-213,b,2.46236,0.036
2108,Kepler-213,c,4.822962,0.057
2109,Kepler-214,b,15.660544,0.13
2110,Kepler-214,c,28.7798,0.194
2111,Kepler-215,b,9.360672,0.084
2112,Kepler-215,c,14.667108,0.113
2113,Kepler-215,d,30.864423,0.185
2114,Kepler-215,e,68.16101,0.314
2115,Kepler-216,b,7.693641,0.079
2116,Kepler-216,c,17.406669,0.136
2117,Kepler-217,b,5.374943,0.065
2118,Kepler-217,c,8.586004,0.089
2120,Kepler-218,b,3.619337,0.046
2121,Kepler-218,c,44.699576,0.248
2123,Kepler-219,b,4.585512,0.057
2124,Kepler-219,c,22.714613,0.165
2125,Kepler-219,d,47.903645,0.272
2126,Kepler-22,b,289.8623,0.849
2127,Kepler-220,b,4.159807,0.046
2128,Kepler-220,c,9.034199,0.076
2129,Kepler-220,d,28.122397,0.163
2130,Kepler-220,e,45.902733,0.226
2131,Kepler-221,b,2.795906,0.037
2132,Kepler-221,c,5.690586,0.059
2133,Kepler-221,d,10.04156,0.087
2134,Kepler-221,e,18.369917,0.13
2135,Kepler-222,b,3.936981,0.048
2136,Kepler-222,c,10.08881,0.091
2137,Kepler-222,d,28.081912,0.18
2142,Kepler-224,b,3.132924,0.038
2143,Kepler-224,c,5.925003,0.058
2144,Kepler-224,d,11.349393,0.089
2145,Kepler-224,e,18.643577,0.124
2146,Kepler-225,b,6.738975,0.056
2147,Kepler-225,c,18.794234,0.111
2148,Kepler-226,b,3.940997,0.047
2149,Kepler-226,c,5.349555,0.058
2150,Kepler-226,d,8.109044,0.076
2151,Kepler-227,b,9.488015,0.09
2152,Kepler-227,c,54.418694,0.29
2153,Kepler-228,b,2.566546,0.038
2154,Kepler-228,c,4.134444,0.052
2155,Kepler-228,d,11.094286,0.101
2156,Kepler-229,b,6.252972,0.062
2157,Kepler-229,c,16.068638,0.117
2158,Kepler-229,d,41.194912,0.22
2159,Kepler-23,b,7.1073,0.075
2160,Kepler-23,c,10.7421,0.099
2161,Kepler-23,d,15.274299,0.124
2162,Kepler-230,b,32.625555,0.191
2163,Kepler-230,c,91.773242,0.38
2164,Kepler-231,b,10.065275,0.074
2165,Kepler-231,c,19.271566,0.114
2166,Kepler-232,b,4.431222,0.054
2167,Kepler-232,c,11.379349,0.101
2168,Kepler-233,b,8.472382,0.077
2169,Kepler-233,c,60.418955,0.287
2170,Kepler-234,b,2.711506,0.04
2171,Kepler-234,c,7.21205,0.077
2172,Kepler-235,b,3.340222,0.037
2173,Kepler-235,c,7.824904,0.065
2174,Kepler-235,d,20.060548,0.122
2175,Kepler-235,e,46.183669,0.213
2176,Kepler-236,b,8.295611,0.065
2177,Kepler-236,c,23.968127,0.132
2178,Kepler-237,b,4.715106,0.05
2179,Kepler-237,c,8.103636,0.071
2180,Kepler-238,b,2.090876,0.034
2181,Kepler-238,c,6.155557,0.069
2182,Kepler-238,d,13.233549,0.115
2185,Kepler-239,b,11.763051,0.095
2186,Kepler-239,c,56.228098,0.268
2187,Kepler-24,b,8.1453,0.08
2188,Kepler-24,c,12.3335,0.106
2189,Kepler-24,d,4.244384,0.051
2190,Kepler-24,e,18.998355,0.138
2191,Kepler-240,b,4.144495,0.048
2192,Kepler-240,c,7.953528,0.074
2193,Kepler-241,b,12.718092,0.094
2194,Kepler-241,c,36.065978,0.189
2195,Kepler-242,b,8.20395,0.075
2196,Kepler-242,c,14.496481,0.109
2197,Kepler-243,b,5.715442,0.062
2198,Kepler-243,c,20.026218,0.142
2199,Kepler-244,b,4.311792,0.05
2200,Kepler-244,c,9.767292,0.087
2201,Kepler-244,d,20.050401,0.14
2202,Kepler-245,b,7.49019,0.071
2203,Kepler-245,c,17.460812,0.124
2204,Kepler-245,d,36.277108,0.202
2206,Kepler-246,b,4.60182,0.052
2207,Kepler-246,c,11.187161,0.095
2208,Kepler-247,b,3.33616,0.042
2209,Kepler-247,c,9.439452,0.084
2210,Kepler-247,d,20.477912,0.14
2211,Kepler-248,b,6.308205,0.066
2212,Kepler-248,c,16.239494,0.123
2213,Kepler-249,b,3.306539,0.035
2214,Kepler-249,c,7.113702,0.058
2215,Kepler-249,d,15.368459,0.097
2219,Kepler-250,b,4.148141,0.048
2220,Kepler-250,c,7.156804,0.069
2221,Kepler-250,d,17.648312,0.127
2222,Kepler-251,b,4.790936,0.053
2223,Kepler-251,c,16.514043,0.122
2224,Kepler-251,d,30.133001,0.182
2225,Kepler-251,e,99.640161,0.404
2226,Kepler-252,b,6.668391,0.058
2227,Kepler-252,c,10.848463,0.08
2228,Kepler-253,b,3.783986,0.046
2229,Kepler-253,c,10.281951,0.089
2230,Kepler-253,d,18.119869,0.13
2231,Kepler-254,b,5.826662,0.064
2232,Kepler-254,c,12.412183,0.105
2233,Kepler-254,d,18.746477,0.139
2234,Kepler-255,b,5.714606,0.063
2235,Kepler-255,c,9.946047,0.092
2237,Kepler-256,b,1.620493,0.027
2238,Kepler-256,c,3.38802,0.045
2239,Kepler-256,d,5.839172,0.064
2240,Kepler-256,e,10.681572,0.096
2241,Kepler-257,b,2.382667,0.034
2242,Kepler-257,c,6.581484,0.066
2243,Kepler-257,d,24.664551,0.16
2244,Kepler-258,b,13.19722,0.103
2245,Kepler-258,c,33.653079,0.193
2246,Kepler-259,b,8.115317,0.079
2247,Kepler-259,c,36.924931,0.217
2250,Kepler-26,d,3.543919,0.039
2251,Kepler-26,e,46.827915,0.22
2252,Kepler-260,b,8.187399,0.075
2253,Kepler-260,c,76.050178,0.332
2254,Kepler-261,b,10.381227,0.088
2255,Kepler-261,c,24.570858,0.156
2256,Kepler-262,b,13.060855,0.108
2257,Kepler-262,c,21.853722,0.152
2258,Kepler-263,b,16.568087,0.12
2259,Kepler-263,c,47.332773,0.242
2260,Kepler-264,b,40.806231,0.249
2261,Kepler-264,c,140.101261,0.566
2262,Kepler-265,b,6.846262,0.069
2263,Kepler-265,c,17.028937,0.127
2264,Kepler-265,d,43.130617,0.236
2265,Kepler-265,e,67.831024,0.319
2266,Kepler-266,b,6.61833,0.071
2267,Kepler-266,c,107.723601,0.457
2268,Kepler-267,b,3.353728,0.037
2269,Kepler-267,c,6.87745,0.06
2270,Kepler-267,d,28.464515,0.154
2271,Kepler-268,b,25.934138,0.18
2272,Kepler-268,c,83.446393,0.391
2273,Kepler-269,b,5.326718,0.061
2274,Kepler-269,c,8.127899,0.081
2275,Kepler-27,b,15.3348,0.118
2276,Kepler-27,c,31.3309,0.191
2277,Kepler-270,b,11.476094,0.107
2278,Kepler-270,c,25.262887,0.18
2279,Kepler-271,b,5.217738,0.056
2280,Kepler-271,c,7.410935,0.071
2282,Kepler-272,b,2.971353,0.038
2283,Kepler-272,c,6.057342,0.061
2284,Kepler-272,d,10.937304,0.091
2285,Kepler-273,b,2.936532,0.037
2286,Kepler-273,c,8.014927,0.073
2287,Kepler-274,b,11.634788,0.101
2288,Kepler-274,c,33.197861,0.204
2289,Kepler-275,b,10.300682,0.098
2290,Kepler-275,c,16.088134,0.132
2291,Kepler-275,d,35.676062,0.224
2292,Kepler-276,b,14.12841,0.119
2297,Kepler-278,b,30.160546,0.207
2298,Kepler-278,c,51.078775,0.294
2299,Kepler-279,b,12.309681,0.112
2302,Kepler-28,b,5.9123,0.062
2303,Kepler-28,c,8.9858,0.081
2304,Kepler-280,b,2.139542,0.032
2305,Kepler-280,c,4.807091,0.056
2306,Kepler-281,b,14.646008,0.117
2307,Kepler-281,c,36.337373,0.215
2308,Kepler-282,b,9.220524,0.082
2309,Kepler-282,c,13.638723,0.106
2312,Kepler-283,b,11.008151,0.082
2313,Kepler-283,c,92.743711,0.341
2314,Kepler-284,b,12.699149,0.104
2315,Kepler-284,c,37.514456,0.213
2316,Kepler-285,b,2.633867,0.036
2317,Kepler-285,c,6.186676,0.064
2318,Kepler-286,b,1.796302,0.027
2319,Kepler-286,c,3.468095,0.042
2320,Kepler-286,d,5.914323,0.061
2321,Kepler-286,e,29.221289,0.176
2322,Kepler-287,b,20.342199,0.145
2323,Kepler-287,c,44.851896,0.246
2324,Kepler-288,b,6.097326,0.065
2325,Kepler-288,c,19.305772,0.14
2326,Kepler-288,d,56.633742,0.287
2327,Kepler-289,b,34.545,0.21
2328,Kepler-289,c,125.8518,0.51
2329,Kepler-289,d,66.0634,0.33
2332,Kepler-290,b,14.589347,0.11
2333,Kepler-290,c,36.77031,0.205
2334,Kepler-291,b,3.546511,0.047
2335,Kepler-291,c,5.700786,0.065
2336,Kepler-292,b,2.580827,0.035
2337,Kepler-292,c,3.715335,0.045
2338,Kepler-292,d,7.055679,0.068
2339,Kepler-292,e,11.97901,0.097
2340,Kepler-292,f,20.834237,0.141
2341,Kepler-293,b,19.254196,0.144
2342,Kepler-293,c,54.155743,0.286
2343,Kepler-294,b,3.701212,0.048
2344,Kepler-294,c,6.6264,0.071
2345,Kepler-295,b,12.645164,0.099
2346,Kepler-295,c,21.526258,0.142
2347,Kepler-295,d,33.884054,0.192
2348,Kepler-296,b,10.864384,0.079
2349,Kepler-296,c,5.8416366,0.0521
2350,Kepler-296,d,19.850291,0.118
2351,Kepler-296,e,34.14211,0.169
2352,Kepler-296,f,63.33627,0.255
2353,Kepler-297,b,38.871826,0.217
2354,Kepler-297,c,74.920137,0.336
2355,Kepler-298,b,10.475464,0.08
2356,Kepler-298,c,22.92881,0.136
2357,Kepler-298,d,77.473633,0.305
2358,Kepler-299,b,2.927128,0.04
2359,Kepler-299,c,6.885875,0.07
2360,Kepler-299,d,15.054786,0.118
2361,Kepler-299,e,38.285489,0.22
2362,Kepler-30,b,29.33434,0.18
2363,Kepler-30,c,60.323105,0.3
2364,Kepler-30,d,143.34394,0.5
2365,Kepler-300,b,10.446347,0.094
2366,Kepler-300,c,40.714955,0.232
2367,Kepler-301,b,2.508553,0.036
2368,Kepler-301,c,5.419026,0.06
2369,Kepler-301,d,13.751243,0.112
2370,Kepler-302,b,30.184104,0.193
2371,Kepler-302,c,127.282184,0.503
2372,Kepler-303,b,1.937055,0.024
2373,Kepler-303,c,7.061149,0.057
2374,Kepler-304,b,3.295709,0.039
2375,Kepler-304,c,5.315946,0.054
2376,Kepler-304,d,9.653471,0.08
2380,Kepler-305,d,16.738661,0.121
2381,Kepler-306,b,4.646186,0.05
2382,Kepler-306,c,7.240193,0.067
2383,Kepler-306,d,17.326644,0.12
2384,Kepler-306,e,44.840975,0.227
2387,Kepler-308,b,9.694928,0.09
2388,Kepler-308,c,15.38231,0.123
2389,Kepler-309,b,5.923653,0.059
2390,Kepler-309,c,105.356383,0.401
2391,Kepler-31,b,20.8613,0.16
2392,Kepler-31,c,42.6318,0.26
2393,Kepler-31,d,87.6451,0.4
2394,Kepler-310,b,13.930698,0.111
2395,Kepler-310,c,56.47542,0.281
2396,Kepler-310,d,92.876125,0.392
2397,Kepler-311,b,9.176092,0.087
2398,Kepler-311,c,19.738286,0.145
2399,Kepler-312,b,1.772419,0.031
2400,Kepler-312,c,19.747412,0.153
2401,Kepler-313,b,14.970418,0.125
2402,Kepler-313,c,32.273273,0.208
2403,Kepler-314,b,2.461069,0.035
2404,Kepler-314,c,5.960392,0.064
2405,Kepler-315,b,96.101141,0.402
2406,Kepler-315,c,265.469335,0.791
2407,Kepler-316,b,2.240508,0.027
2408,Kepler-316,c,6.827766,0.058
2409,Kepler-317,b,5.524242,0.061
2410,Kepler-317,c,8.77501,0.083
2411,Kepler-318,b,4.662715,0.056
2412,Kepler-318,c,11.815007,0.105
2413,Kepler-319,b,4.362705,0.051
2414,Kepler-319,c,6.941357,0.069
2415,Kepler-319,d,31.781925,0.191
2416,Kepler-32,b,5.90124,0.05
2417,Kepler-32,c,8.7522,0.09
2418,Kepler-32,d,22.7802,0.13
2419,Kepler-32,e,2.896,0.033
2420,Kepler-32,f,0.74296,0.013
2421,Kepler-320,b,8.371554,0.085
2422,Kepler-320,c,17.934937,0.142
2423,Kepler-321,b,4.915379,0.057
2424,Kepler-321,c,13.093921,0.11
2425,Kepler-322,b,1.653888,0.027
2426,Kepler-322,c,4.337234,0.051
2427,Kepler-323,b,1.678327,0.028
2428,Kepler-323,c,3.553822,0.046
2429,Kepler-324,b,4.385315,0.05
2430,Kepler-324,c,51.805612,0.26
2431,Kepler-325,b,4.544439,0.053
2432,Kepler-325,c,12.762172,0.105
2433,Kepler-325,d,38.715185,0.22
2434,Kepler-326,b,2.248329,0.032
2435,Kepler-326,c,4.580358,0.051
2436,Kepler-326,d,6.766888,0.066
2437,Kepler-327,b,2.549575,0.029
2438,Kepler-327,c,5.212333,0.047
2439,Kepler-327,d,13.969457,0.09
2442,Kepler-329,b,7.416397,0.061
2443,Kepler-329,c,18.684737,0.113
2444,Kepler-33,b,5.66793,0.0677
2445,Kepler-33,c,13.17562,0.1189
2446,Kepler-33,d,21.77596,0.1662
2447,Kepler-33,e,31.7844,0.2138
2448,Kepler-33,f,41.02902,0.2535
2449,Kepler-330,b,8.25978,0.075
2450,Kepler-330,c,15.955387,0.116
2451,Kepler-331,b,8.457496,0.065
2452,Kepler-331,c,17.28111,0.105
2453,Kepler-331,d,32.134328,0.159
2454,Kepler-332,b,7.626324,0.07
2455,Kepler-332,c,15.995622,0.114
2456,Kepler-332,d,34.21154,0.189
2457,Kepler-333,b,12.551158,0.087
2458,Kepler-333,c,24.08821,0.135
2459,Kepler-334,b,5.470319,0.061
2460,Kepler-334,c,12.758005,0.107
2461,Kepler-334,d,25.09849,0.168
2462,Kepler-335,b,6.562331,0.075
2463,Kepler-335,c,67.844469,0.356
2464,Kepler-336,b,2.024823,0.033
2465,Kepler-336,c,9.600001,0.092
2466,Kepler-336,d,20.678772,0.154
2467,Kepler-337,b,3.292781,0.045
2468,Kepler-337,c,9.693201,0.093
2469,Kepler-338,b,13.726976,0.117
2470,Kepler-338,c,24.310856,0.172
2471,Kepler-338,d,44.431014,0.257
2473,Kepler-339,b,4.977656,0.055
2474,Kepler-339,c,6.988055,0.069
2475,Kepler-339,d,10.558345,0.091
2476,Kepler-34,b,288.822,1.0896
2477,Kepler-340,b,14.844387,0.134
2478,Kepler-340,c,22.824669,0.178
2479,Kepler-341,b,5.195528,0.06
2480,Kepler-341,c,8.01041,0.08
2481,Kepler-341,d,27.666313,0.182
2482,Kepler-341,e,42.473269,0.242
2483,Kepler-342,b,15.170318,0.128
2484,Kepler-342,c,26.234138,0.185
2485,Kepler-342,d,39.459357,0.242
2487,Kepler-343,b,8.96855,0.088
2488,Kepler-343,c,23.22182,0.167
2489,Kepler-344,b,21.963945,0.153
2490,Kepler-344,c,125.596809,0.488
2491,Kepler-345,b,7.415563,0.066
2492,Kepler-345,c,9.387427,0.077
2493,Kepler-346,b,6.511127,0.071
2494,Kepler-346,c,23.851549,0.168
2495,Kepler-347,b,12.79836,0.11
2496,Kepler-347,c,27.320871,0.183
2497,Kepler-348,b,7.05677,0.076
2498,Kepler-348,c,17.265427,0.138
2499,Kepler-349,b,5.929778,0.065
2500,Kepler-349,c,12.247629,0.105
2501,Kepler-35,b,131.458,0.60347
2502,Kepler-350,b,11.189562,0.104
2505,Kepler-351,b,37.054919,0.214
2506,Kepler-351,c,57.24809,0.287
2508,Kepler-352,b,10.05537,0.085
2509,Kepler-352,c,16.332995,0.118
2510,Kepler-353,b,5.795278,0.051
2511,Kepler-353,c,8.410894,0.065
2512,Kepler-354,b,5.47666,0.054
2513,Kepler-354,c,16.934402,0.115
2514,Kepler-354,d,24.209842,0.146
2515,Kepler-355,b,11.03189,0.102
2516,Kepler-355,c,25.762294,0.179
2517,Kepler-356,b,4.612696,0.057
2518,Kepler-356,c,13.121632,0.115
2519,Kepler-357,b,6.475434,0.063
2520,Kepler-357,c,16.85837,0.12
2521,Kepler-357,d,49.499875,0.246
2522,Kepler-358,b,34.060467,0.21
2523,Kepler-358,c,83.488369,0.381
2524,Kepler-359,b,25.563222,0.178
2525,Kepler-359,c,57.68802,0.307
2526,Kepler-359,d,77.095691,0.372
2527,Kepler-36,b,13.83989,0.1153
2528,Kepler-36,c,16.23855,0.1283
2529,Kepler-360,b,3.289672,0.044
2530,Kepler-360,c,7.186434,0.075
2531,Kepler-361,b,8.486616,0.086
2532,Kepler-361,c,55.188023,0.3
2533,Kepler-362,b,10.327186,0.087
2534,Kepler-362,c,37.866281,0.207
2535,Kepler-363,b,3.614568,0.048
2536,Kepler-363,c,7.542427,0.079
2537,Kepler-363,d,11.932125,0.107
2538,Kepler-364,b,25.745718,0.178
2539,Kepler-364,c,59.980627,0.312
2540,Kepler-365,b,10.664903,0.098
2541,Kepler-365,c,17.784129,0.137
2542,Kepler-366,b,3.281959,0.045
2543,Kepler-366,c,12.51616,0.11
2544,Kepler-367,b,37.815724,0.201
2545,Kepler-367,c,53.578637,0.253
2546,Kepler-368,b,26.84768,0.186
2547,Kepler-368,c,72.379334,0.36
2548,Kepler-369,b,2.732756,0.03
2549,Kepler-369,c,14.871572,0.094
2554,Kepler-370,b,4.57953,0.054
2555,Kepler-370,c,19.02293,0.14
2556,Kepler-371,b,34.763278,0.2
2557,Kepler-371,c,67.968015,0.313
2558,Kepler-372,b,6.849692,0.075
2559,Kepler-372,c,20.053763,0.154
2560,Kepler-372,d,30.092568,0.201
2561,Kepler-373,b,5.535309,0.06
2562,Kepler-373,c,16.725948,0.126
2563,Kepler-374,b,1.897806,0.029
2564,Kepler-374,c,3.282807,0.042
2565,Kepler-374,d,5.028219,0.056
2566,Kepler-375,b,12.125934,0.101
2567,Kepler-375,c,19.986326,0.141
2568,Kepler-376,b,4.920199,0.057
2569,Kepler-376,c,14.172327,0.115
2570,Kepler-377,b,12.509529,0.109
2571,Kepler-377,c,27.014976,0.182
2572,Kepler-378,b,16.092361,0.112
2573,Kepler-378,c,28.906009,0.166
2574,Kepler-379,b,20.09838,0.152
2575,Kepler-379,c,62.784697,0.326
2576,Kepler-38,b,105.599,0.4632
2577,Kepler-380,b,3.930821,0.05
2578,Kepler-380,c,7.630004,0.078
2579,Kepler-381,b,5.629021,0.066
2580,Kepler-381,c,13.391635,0.117
2581,Kepler-382,b,5.262155,0.055
2582,Kepler-382,c,12.162701,0.097
2583,Kepler-383,b,12.904532,0.095
2584,Kepler-383,c,31.200751,0.172
2585,Kepler-384,b,22.597053,0.148
2586,Kepler-384,c,45.348269,0.236
2587,Kepler-385,b,10.043686,0.097
2588,Kepler-385,c,15.163161,0.127
2589,Kepler-386,b,12.31043,0.096
2590,Kepler-386,c,25.193458,0.155
2591,Kepler-387,b,6.791636,0.068
2592,Kepler-387,c,11.837549,0.098
2593,Kepler-388,b,3.173315,0.036
2594,Kepler-388,c,13.297004,0.093
2595,Kepler-389,b,3.244107,0.041
2596,Kepler-389,c,14.51143,0.11
2597,Kepler-39,b,21.08721,0.164
2598,Kepler-390,b,6.738088,0.065
2599,Kepler-390,c,13.060022,0.101
2600,Kepler-391,b,7.416755,0.082
2601,Kepler-391,c,20.485435,0.161
2602,Kepler-392,b,5.341853,0.059
2603,Kepler-392,c,10.423118,0.093
2604,Kepler-393,b,9.182417,0.091
2605,Kepler-393,c,14.613612,0.124
2606,Kepler-394,b,8.005013,0.083
2607,Kepler-394,c,12.130686,0.11
2608,Kepler-395,b,7.054346,0.061
2609,Kepler-395,c,34.989262,0.177
2612,Kepler-397,b,22.250949,0.144
2613,Kepler-397,c,135.498527,0.48
2614,Kepler-398,b,4.081423,0.044
2615,Kepler-398,c,11.419412,0.087
2617,Kepler-399,b,14.425281,0.103
2618,Kepler-399,c,26.67569,0.155
2619,Kepler-399,d,58.034616,0.261
2620,Kepler-4,b,3.21346,0.0456
2621,Kepler-40,b,6.87349,0.08
2622,Kepler-400,b,9.024389,0.087
2623,Kepler-400,c,17.340824,0.134
2624,Kepler-401,b,14.383035,0.122
2625,Kepler-401,c,47.318218,0.269
2627,Kepler-402,b,4.028751,0.051
2628,Kepler-402,c,6.124821,0.068
2629,Kepler-402,d,8.921099,0.087
2630,Kepler-402,e,11.242861,0.102
2631,Kepler-403,b,7.031462,0.076
2632,Kepler-403,c,54.280749,0.297
2634,Kepler-404,b,11.829851,0.102
2635,Kepler-404,c,14.751166,0.118
2636,Kepler-405,b,10.613839,0.095
2637,Kepler-405,c,29.726682,0.188
2644,Kepler-41,b,1.8555582,0.03101
2645,Kepler-410 A,b,17.833648,0.1226
2646,Kepler-411,b,3.00516,0.038
2648,Kepler-412,b,1.7208604,0.02897
2649,Kepler-413,b,66.262,0.3553
2659,Kepler-419,b,69.7546,0.37
2660,Kepler-419,c,675.47,1.68
2661,Kepler-42,b,1.2137672,0.0116
2662,Kepler-42,c,0.45328509,0.006
2663,Kepler-42,d,1.865169,0.0154
2664,Kepler-421,b,704.1984,1.219
2665,Kepler-422,b,7.8914483,0.082
2666,Kepler-423,b,2.6843285,0.03585
2667,Kepler-424,b,3.3118644,0.044
2668,Kepler-424,c,223.3,0.73
2669,Kepler-425,b,3.79701816,0.0464
2670,Kepler-426,b,3.21751883,0.0414
2671,Kepler-427,b,10.290994,0.091
2672,Kepler-428,b,3.52563254,0.0433
2673,Kepler-43,b,3.0240949,0.046
2674,Kepler-430,b,35.968,0.2244
2675,Kepler-430,c,110.979,0.4757
2676,Kepler-431,b,6.803,0.0719
2677,Kepler-431,c,8.703,0.0847
2678,Kepler-431,d,11.922,0.1045
2679,Kepler-432,b,52.501129,0.301
2681,Kepler-433,b,5.33408384,0.0679
2682,Kepler-434,b,12.8747099,0.1143
2683,Kepler-435,b,8.6001536,0.0948
2684,Kepler-436,b,64.00205,0.339
2686,Kepler-437,b,66.65062,0.288
2687,Kepler-438,b,35.23319,0.166
2688,Kepler-439,b,178.1396,0.563
2689,Kepler-44,b,3.2467293,0.0446
2690,Kepler-440,b,101.11141,0.242
2691,Kepler-441,b,207.2482,0.64
2692,Kepler-442,b,112.3053,0.409
2693,Kepler-443,b,177.6693,0.495
2694,Kepler-444,b,3.6001053,0.04178
2695,Kepler-444,c,4.5458841,0.04881
2696,Kepler-444,d,6.189392,0.06
2697,Kepler-444,e,7.743493,0.0696
2698,Kepler-444,f,9.740486,0.0811
2705,Kepler-447,b,7.79430132,0.0769
2708,Kepler-45,b,2.455239,0.03
2712,Kepler-452,b,384.843,1.046
2713,Kepler-453,b,240.503,0.7903
2717,Kepler-46,b,33.60134,0.1968
2718,Kepler-46,c,57.011,0.2799
2719,Kepler-46,d,6.766589,0.067
2730,Kepler-47,b,49.532,0.2962
2731,Kepler-47,c,303.137,0.991
2759,Kepler-49,d,2.576549,0.031
2760,Kepler-49,e,18.596108,0.116
2771,Kepler-5,b,3.5484657,0.0538
2772,Kepler-50,b,7.81254,0.077
2773,Kepler-50,c,9.37647,0.087
2784,Kepler-51,b,45.154,0.2514
2785,Kepler-51,c,85.312,0.384
2786,Kepler-51,d,130.194,0.509
2799,Kepler-52,d,36.445171,0.182
2815,Kepler-53,d,9.751962,0.091
2825,Kepler-539,b,125.63243,0.4988
2826,Kepler-539,c,1000,2.42
2829,Kepler-54,d,20.995694,0.126
2843,Kepler-55,d,2.211099,0.029
2844,Kepler-55,e,4.617534,0.048
2845,Kepler-55,f,10.198545,0.081
2857,Kepler-56,b,10.5016,0.1028
2858,Kepler-56,c,21.40239,0.1652
2859,Kepler-56,d,1002,2.16
2885,Kepler-58,d,40.101371,0.236
2908,Kepler-6,b,3.2346996,0.04852
